id,latitude,longtitude,days,time,transport,Tmode
1670492,39.99357,116.3266,6,2342,bike,1
1670376,39.97523,116.3304,6,2345,bike,1
1120125,39.97361,116.3273,6,2359,walk,7
1670492,39.99444,116.3265,6,2363,bike,1
1670376,39.97523,116.3304,6,2370,bike,1
1120125,39.97327,116.3275,6,2381,walk,7
1670492,39.99521,116.3264,6,2384,bike,1
1670376,39.97526,116.3304,6,2393,bike,1
1120125,39.97303,116.3274,6,2403,walk,7
1670492,39.99585,116.3261,6,2405,bike,1
1670376,39.97528,116.3304,6,2415,bike,1
1120125,39.97283,116.3275,6,2425,walk,7
1670492,39.99666,116.326,6,2426,bike,1
1670376,39.97529,116.3304,6,2440,bike,1
1120125,39.97328,116.3266,6,2447,walk,7
1670492,39.99747,116.3259,6,2447,bike,1
1670376,39.97529,116.3304,6,2465,bike,1
1670492,39.99929,116.326,6,2468,bike,1
1120125,39.97251,116.3268,6,2471,walk,7
1670376,39.97524,116.3303,6,2486,bike,1
1670492,39.99995,116.3252,6,2489,bike,1
1120125,39.97234,116.3264,6,2493,walk,7
1670376,39.97511,116.3303,6,2507,bike,1
1670492,39.99983,116.3244,6,2510,bike,1
1120125,39.97243,116.326,6,2515,walk,7
1670376,39.97505,116.3303,6,2528,bike,1
1670492,39.99953,116.3235,6,2531,bike,1
1120125,39.97236,116.3256,6,2536,walk,7
1670492,39.99967,116.3226,6,2552,bike,1
1670376,39.975,116.3303,6,2553,bike,1
1120125,39.97235,116.3255,6,2558,walk,7
1670492,40.00037,116.3221,6,2573,bike,1
1670376,39.97528,116.3303,6,2574,bike,1
1120125,39.97246,116.3252,6,2579,walk,7
1670492,40.00111,116.3219,6,2594,bike,1
1670376,39.97534,116.3303,6,2596,bike,1
1120125,39.97237,116.3249,6,2601,walk,7
1670492,40.00173,116.3219,6,2615,bike,1
1670376,39.97533,116.3302,6,2617,bike,1
1120125,39.9724,116.3245,6,2623,walk,7
1670492,40.00216,116.3218,6,2636,bike,1
1670376,39.97524,116.3302,6,2639,bike,1
1120125,39.97199,116.3246,6,2644,walk,7
1670492,40.00402,116.3216,6,2657,bike,1
1670376,39.97523,116.3302,6,2663,bike,1
1120125,39.97169,116.3245,6,2666,walk,7
1670492,40.00503,116.3214,6,2678,bike,1
1670376,39.97544,116.3299,6,2684,bike,1
1120125,39.97158,116.3251,6,2688,walk,7
1120112,39.97537,116.3302,6,2690,walk,7
1670492,40.00565,116.3214,6,2699,bike,1
1670376,39.97597,116.3298,6,2705,bike,1
1120112,39.97518,116.3296,6,2712,walk,7
1670492,40.00603,116.3212,6,2720,bike,1
1670376,39.97627,116.3302,6,2726,bike,1
1120112,39.97516,116.3292,6,2734,walk,7
1670376,39.97676,116.3301,6,2747,bike,1
1120112,39.9749,116.3289,6,2756,walk,7
1670376,39.97691,116.3293,6,2768,bike,1
1120112,39.97497,116.3285,6,2778,walk,7
1670376,39.97699,116.3281,6,2789,bike,1
1120112,39.97499,116.3282,6,2800,walk,7
1670376,39.97738,116.3275,6,2810,bike,1
1670492,40.00598,116.321,6,2814,bike,1
1120112,39.97505,116.3276,6,2822,walk,7
1670376,39.97828,116.3275,6,2831,bike,1
1120112,39.97477,116.3271,6,2844,walk,7
1670376,39.97924,116.3275,6,2852,bike,1
1120112,39.97474,116.3272,6,2869,walk,7
1670376,39.98023,116.3273,6,2873,bike,1
1120112,39.97428,116.3276,6,2891,walk,7
1670376,39.98129,116.3274,6,2894,bike,1
1120112,39.97386,116.3275,6,2913,walk,7
1670376,39.98231,116.3274,6,2915,bike,1
1120112,39.97364,116.3274,6,2935,walk,7
1670376,39.98315,116.3274,6,2936,bike,1
1120112,39.97352,116.3276,6,2957,walk,7
1670376,39.98424,116.3274,6,2957,bike,1
1670376,39.98524,116.3273,6,2978,bike,1
1120112,39.97317,116.3276,6,2979,walk,7
1670376,39.98614,116.3272,6,2999,bike,1
1120112,39.97279,116.3275,6,3001,walk,7
1670376,39.98701,116.3271,6,3020,bike,1
1120112,39.97245,116.3272,6,3023,walk,7
1670376,39.98822,116.327,6,3041,bike,1
1120112,39.97244,116.3268,6,3045,walk,7
1670376,39.98924,116.327,6,3062,bike,1
1120112,39.97235,116.3265,6,3067,walk,7
1670376,39.99018,116.3269,6,3083,bike,1
1120112,39.97248,116.326,6,3089,walk,7
1670376,39.9913,116.3269,6,3104,bike,1
1120112,39.97255,116.3257,6,3111,walk,7
1670376,39.99214,116.3269,6,3125,bike,1
1120112,39.97253,116.3252,6,3133,walk,7
1670376,39.99316,116.3268,6,3146,bike,1
1120112,39.97237,116.3249,6,3155,walk,7
1670376,39.99409,116.3268,6,3167,bike,1
1120112,39.97273,116.3243,6,3177,walk,7
1670376,39.99503,116.3267,6,3188,bike,1
1120112,39.97225,116.3245,6,3198,walk,7
1670376,39.99594,116.3266,6,3209,bike,1
1120112,39.9718,116.3248,6,3220,walk,7
1670376,39.99681,116.3263,6,3230,bike,1
1120112,39.97184,116.3251,6,3242,walk,7
1670376,39.99779,116.3262,6,3251,bike,1
1670376,39.99861,116.3261,6,3272,bike,1
1670376,39.9995,116.3257,6,3293,bike,1
1670376,39.99981,116.3247,6,3314,bike,1
1670376,39.99982,116.3236,6,3335,bike,1
1670376,39.99987,116.3224,6,3356,bike,1
1670376,40.00044,116.3218,6,3377,bike,1
1670376,40.00132,116.3216,6,3398,bike,1
1670376,40.00208,116.3217,6,3419,bike,1
1670376,40.00301,116.3216,6,3440,bike,1
1670376,40.00388,116.3215,6,3461,bike,1
1670376,40.00485,116.3214,6,3482,bike,1
1670376,40.0059,116.3212,6,3503,bike,1
1670376,40.00619,116.3204,6,3524,bike,1
1670376,40.00618,116.3203,6,3545,bike,1
1670376,40.0062,116.3202,6,3568,bike,1
1670376,40.0062,116.3202,6,3589,bike,1
1670420,39.97853,116.3271,6,4595,bike,1
1670420,39.97938,116.3278,6,4616,bike,1
1670420,39.9802,116.3278,6,4637,bike,1
1670420,39.98128,116.3274,6,4658,bike,1
1670420,39.9822,116.3273,6,4679,bike,1
1670420,39.98316,116.3273,6,4700,bike,1
1670420,39.98411,116.3273,6,4721,bike,1
1670420,39.98484,116.3273,6,4742,bike,1
1670420,39.98565,116.3272,6,4763,bike,1
1670420,39.98658,116.3269,6,4784,bike,1
1670420,39.98761,116.3271,6,4805,bike,1
1670420,39.98858,116.327,6,4826,bike,1
1670792,40.00461,116.3221,6,4829,bike,1
1670420,39.98957,116.3269,6,4847,bike,1
1670792,40.00375,116.3223,6,4854,bike,1
1670420,39.99056,116.3269,6,4868,bike,1
1670792,40.0026,116.3227,6,4879,bike,1
1670420,39.99128,116.3269,6,4889,bike,1
1670792,40.00158,116.3226,6,4904,bike,1
1670420,39.99211,116.3268,6,4910,bike,1
1670792,40.00057,116.3228,6,4929,bike,1
1670420,39.99312,116.3268,6,4931,bike,1
1670420,39.99405,116.3268,6,4952,bike,1
1670792,39.99961,116.323,6,4954,bike,1
1670420,39.99499,116.3267,6,4973,bike,1
1670792,39.99951,116.3242,6,4979,bike,1
1670420,39.99586,116.3266,6,4994,bike,1
1670792,39.99961,116.3257,6,5004,bike,1
1670420,39.99676,116.3264,6,5015,bike,1
1670792,39.99908,116.327,6,5029,bike,1
1670420,39.99775,116.3263,6,5036,bike,1
1670792,39.9985,116.3263,6,5054,bike,1
1670420,39.99866,116.3262,6,5057,bike,1
1670420,39.99941,116.3258,6,5078,bike,1
1670792,39.99745,116.3264,6,5079,bike,1
1670420,39.99979,116.3249,6,5099,bike,1
1670792,39.99641,116.3264,6,5104,bike,1
1670420,39.99965,116.324,6,5120,bike,1
1670792,39.99537,116.3267,6,5129,bike,1
1670420,39.99953,116.3228,6,5141,bike,1
1670792,39.99437,116.3268,6,5154,bike,1
1670420,40.00033,116.3218,6,5162,bike,1
1670792,39.99339,116.3269,6,5179,bike,1
1670420,40.00115,116.3217,6,5183,bike,1
1670420,40.00199,116.3216,6,5204,bike,1
1670792,39.99234,116.327,6,5204,bike,1
1670420,40.00291,116.3216,6,5225,bike,1
1670792,39.99151,116.3271,6,5229,bike,1
1670420,40.0038,116.3215,6,5246,bike,1
1670792,39.99138,116.3281,6,5254,bike,1
1670420,40.00477,116.3213,6,5267,bike,1
1670792,39.9913,116.3276,6,5279,bike,1
1670420,40.00566,116.3213,6,5288,bike,1
1670792,39.99127,116.3275,6,5304,bike,1
1670420,40.00615,116.3209,6,5309,bike,1
1670792,39.99129,116.3275,6,5329,bike,1
1670420,40.00617,116.3203,6,5331,bike,1
1670792,39.99122,116.3275,6,5354,bike,1
1670792,39.99113,116.327,6,5379,bike,1
1670792,39.99002,116.327,6,5404,bike,1
1670792,39.98888,116.327,6,5429,bike,1
1670792,39.98781,116.3271,6,5454,bike,1
1670792,39.98683,116.3272,6,5479,bike,1
1670792,39.9864,116.3276,6,5504,bike,1
1670792,39.98642,116.3276,6,5529,bike,1
1670792,39.98643,116.3276,6,5554,bike,1
1670792,39.9864,116.3276,6,5577,bike,1
1670792,39.98635,116.3276,6,5599,bike,1
1670792,39.9863,116.3278,6,5624,bike,1
1670792,39.9863,116.3279,6,5647,bike,1
1670792,39.98684,116.3274,6,5669,bike,1
1670792,39.98692,116.3273,6,5694,bike,1
1670792,39.98678,116.3273,6,5719,bike,1
1670792,39.98553,116.3274,6,5744,bike,1
1670792,39.98444,116.3274,6,5769,bike,1
1670792,39.98339,116.3275,6,5794,bike,1
1670792,39.98241,116.3277,6,5819,bike,1
1670792,39.98125,116.3275,6,5844,bike,1
1670792,39.98015,116.3276,6,5869,bike,1
1670792,39.97909,116.3275,6,5894,bike,1
1670792,39.97801,116.3276,6,5919,bike,1
1670792,39.97695,116.3277,6,5944,bike,1
1670792,39.97588,116.3278,6,5969,bike,1
1670792,39.97536,116.3285,6,5994,bike,1
1670792,39.97536,116.3298,6,6019,bike,1
1670792,39.97535,116.3308,6,6044,bike,1
1670793,39.97534,116.3308,6,6049,walk,7
1670793,39.97553,116.3308,6,6074,walk,7
1670793,39.97567,116.3308,6,6099,walk,7
780066,39.96935,116.3258,7,9095,walk,7
780066,39.97101,116.3256,7,9117,walk,7
780066,39.97082,116.3257,7,9139,walk,7
780066,39.97122,116.3256,7,9161,walk,7
780066,39.97125,116.3256,7,9183,walk,7
780066,39.97128,116.3255,7,9205,walk,7
780066,39.97152,116.3255,7,9227,walk,7
780066,39.97205,116.3254,7,9249,walk,7
780066,39.97288,116.3254,7,9271,walk,7
780066,39.9728,116.3254,7,9293,walk,7
780066,39.97273,116.3255,7,9315,walk,7
780066,39.97238,116.3255,7,9429,walk,7
780066,39.97257,116.3255,7,9451,walk,7
780066,39.97249,116.3255,7,9473,walk,7
780066,39.97233,116.3255,7,9495,walk,7
780066,39.97185,116.3255,7,9517,walk,7
780066,39.97222,116.3255,7,9539,walk,7
780066,39.97218,116.3255,7,9561,walk,7
780066,39.97201,116.3255,7,9583,walk,7
780066,39.97199,116.3255,7,9681,walk,7
780066,39.97252,116.3257,7,9707,walk,7
780066,39.97276,116.3256,7,9729,walk,7
780066,39.97307,116.3256,7,9751,walk,7
780066,39.97334,116.3256,7,9773,walk,7
780066,39.97333,116.3255,7,9795,walk,7
780066,39.97335,116.3255,7,9817,walk,7
780066,39.97322,116.3254,7,9839,walk,7
780066,39.97318,116.3255,7,9861,walk,7
780066,39.97309,116.3254,7,9975,walk,7
780066,39.97901,116.3247,7,10035,walk,7
780066,39.97439,116.3254,7,10057,walk,7
780066,39.9737,116.3257,7,10079,walk,7
780066,39.97354,116.3257,7,10101,walk,7
780066,39.97353,116.3255,7,10123,walk,7
780066,39.97344,116.3255,7,10145,walk,7
780066,39.97341,116.3254,7,10167,walk,7
780066,39.9734,116.3254,7,10189,walk,7
780066,39.9732,116.3255,7,10211,walk,7
780066,39.9729,116.3255,7,10359,walk,7
780066,39.97306,116.3254,7,10381,walk,7
780066,39.97326,116.3254,7,10403,walk,7
780066,39.97307,116.3254,7,10425,walk,7
780066,39.97262,116.3254,7,10447,walk,7
780066,39.97253,116.3254,7,10469,walk,7
780066,39.97285,116.3255,7,10491,walk,7
780066,39.97357,116.3253,7,10513,walk,7
780066,39.97388,116.3251,7,10535,walk,7
780066,39.97391,116.3251,7,10557,walk,7
780066,39.9735,116.3254,7,10579,walk,7
780066,39.97322,116.3256,7,10601,walk,7
780066,39.97334,116.3255,7,10763,walk,7
780066,39.97478,116.3252,7,10863,walk,7
780066,39.97337,116.3254,7,10885,walk,7
780066,39.97318,116.3255,7,10907,walk,7
780066,39.97302,116.3255,7,10929,walk,7
780066,39.97302,116.3255,7,10951,walk,7
780066,39.97318,116.3255,7,10973,walk,7
780066,39.97315,116.3254,7,10995,walk,7
780066,39.97292,116.3256,7,11109,walk,7
780066,39.97294,116.3255,7,11131,walk,7
780066,39.97299,116.3255,7,11153,walk,7
780066,39.97308,116.3254,7,11175,walk,7
780066,39.97293,116.3255,7,11197,walk,7
780066,39.97285,116.3255,7,11219,walk,7
780066,39.97297,116.3256,7,11241,walk,7
780066,39.97321,116.3255,7,11263,walk,7
780066,39.9732,116.3255,7,11285,walk,7
780066,39.97327,116.3256,7,11307,walk,7
780066,39.9734,116.3256,7,11329,walk,7
780066,39.97375,116.3256,7,11351,walk,7
780066,39.97367,116.3255,7,11373,walk,7
780066,39.97339,116.3254,7,11397,walk,7
780066,39.97302,116.3256,7,11419,walk,7
1020020,39.9755,116.3124,6,13205,bike,1
1020020,39.97475,116.3126,6,13230,bike,1
1020020,39.97472,116.3138,6,13255,bike,1
1020020,39.97483,116.3151,6,13280,bike,1
1020020,39.97503,116.3165,6,13305,bike,1
1020020,39.97505,116.318,6,13330,bike,1
1020020,39.9751,116.3194,6,13355,bike,1
1020020,39.97512,116.3207,6,13380,bike,1
1020020,39.97516,116.322,6,13405,bike,1
1020020,39.97519,116.3233,6,13430,bike,1
1020020,39.97517,116.3247,6,13455,bike,1
1020020,39.97525,116.3259,6,13480,bike,1
1020020,39.97546,116.3271,6,13505,bike,1
1020020,39.97572,116.3277,6,13530,bike,1
1020020,39.97638,116.3274,6,13555,bike,1
1020020,39.97683,116.3275,6,13580,bike,1
1020020,39.97707,116.3287,6,13605,bike,1
780036,39.95518,116.317,7,13625,taxi,5
1020020,39.97701,116.3299,6,13630,bike,1
780036,39.95537,116.3171,7,13646,taxi,5
1020020,39.97718,116.3315,6,13655,bike,1
780036,39.95537,116.3172,7,13667,taxi,5
1020020,39.97743,116.3318,6,13680,bike,1
780036,39.95536,116.317,7,13703,taxi,5
1020020,39.97773,116.3317,6,13705,bike,1
780036,39.95536,116.3168,7,13727,taxi,5
780036,39.95535,116.3168,7,13752,taxi,5
780036,39.95535,116.3168,7,13777,taxi,5
780036,39.95577,116.3172,7,13798,taxi,5
780036,39.95753,116.3171,7,13820,taxi,5
780036,39.96052,116.3172,7,13843,taxi,5
780036,39.96313,116.3164,7,13865,taxi,5
780036,39.96523,116.3155,7,13887,taxi,5
780036,39.96537,116.3154,7,13908,taxi,5
780036,39.96537,116.3154,7,13933,taxi,5
620112,39.98821,116.3063,7,13938,bus,2
780036,39.96537,116.3154,7,13958,taxi,5
620112,39.98821,116.3063,7,13975,bus,2
780036,39.96537,116.3154,7,13983,taxi,5
780036,39.96537,116.3154,7,14008,taxi,5
620112,39.98822,116.3063,7,14016,bus,2
780036,39.96548,116.3154,7,14033,taxi,5
620112,39.98835,116.3059,7,14045,bus,2
780036,39.9676,116.3145,7,14055,taxi,5
780036,39.97086,116.3132,7,14077,taxi,5
780036,39.97375,116.3122,7,14099,taxi,5
780036,39.97486,116.3133,7,14121,taxi,5
780036,39.97495,116.3175,7,14144,taxi,5
780036,39.97499,116.3198,7,14165,taxi,5
780036,39.97497,116.3207,7,14187,taxi,5
780036,39.97508,116.3241,7,14209,taxi,5
620112,39.98835,116.3059,7,14229,bus,2
780036,39.97514,116.3264,7,14231,taxi,5
780036,39.97516,116.3273,7,14252,taxi,5
780036,39.97495,116.3274,7,14274,taxi,5
780036,39.9747,116.3273,7,14296,taxi,5
780036,39.97447,116.3274,7,14318,taxi,5
780036,39.97424,116.3274,7,14340,taxi,5
620112,39.98836,116.3059,7,14352,bus,2
780036,39.97409,116.3275,7,14363,taxi,5
780036,39.97386,116.3275,7,14385,taxi,5
780036,39.97371,116.3276,7,14407,taxi,5
780036,39.97339,116.3275,7,14429,taxi,5
780036,39.97314,116.3275,7,14451,taxi,5
620112,39.98836,116.3059,7,14459,bus,2
780036,39.97294,116.3275,7,14472,taxi,5
780036,39.97276,116.3276,7,14494,taxi,5
780036,39.97275,116.3273,7,14516,taxi,5
780036,39.97331,116.3275,7,14538,taxi,5
620112,39.98837,116.3059,7,14543,bus,2
780036,39.97342,116.3272,7,14560,taxi,5
780036,39.97401,116.3272,7,14595,taxi,5
780037,39.97401,116.3272,7,14595,walk,7
780037,39.97308,116.3264,7,14617,walk,7
780037,39.97265,116.3258,7,14639,walk,7
620112,39.98837,116.3059,7,14658,bus,2
780037,39.97273,116.3255,7,14661,walk,7
620112,39.98887,116.3057,7,14679,bus,2
780037,39.97271,116.3252,7,14683,walk,7
620112,39.98961,116.3058,7,14701,bus,2
780037,39.97271,116.325,7,14704,walk,7
620112,39.99026,116.3064,7,14723,bus,2
780037,39.97255,116.3247,7,14726,walk,7
620112,39.99064,116.3079,7,14745,bus,2
780037,39.97228,116.3245,7,14749,walk,7
620112,39.99068,116.3097,7,14767,bus,2
780037,39.97202,116.3247,7,14770,walk,7
620112,39.98914,116.3098,7,14789,bus,2
780037,39.97196,116.3248,7,14793,walk,7
620112,39.9866,116.3099,7,14811,bus,2
780037,39.97193,116.325,7,14815,walk,7
620112,39.98481,116.31,7,14833,bus,2
620112,39.98458,116.31,7,14882,bus,2
620112,39.98393,116.3109,7,14904,bus,2
620112,39.98403,116.3133,7,14926,bus,2
620112,39.98406,116.3141,7,14948,bus,2
620112,39.98425,116.3182,7,14976,bus,2
620112,39.98457,116.3247,7,15006,bus,2
620112,39.9849,116.3321,7,15036,bus,2
620112,39.98521,116.3397,7,15066,bus,2
620112,39.98545,116.3473,7,15096,bus,2
620112,39.98568,116.3552,7,15126,bus,2
620112,39.98591,116.3626,7,15156,bus,2
620112,39.98611,116.3699,7,15186,bus,2
620112,39.98632,116.377,7,15216,bus,2
620112,39.98653,116.3843,7,15246,bus,2
620112,39.98671,116.3913,7,15276,bus,2
620112,39.98687,116.3944,7,15298,bus,2
620112,39.98897,116.3949,7,15320,bus,2
620112,39.99194,116.3948,7,15342,bus,2
620112,39.99287,116.3948,7,15375,bus,2
620112,39.99307,116.3948,7,15397,bus,2
620112,39.99347,116.3947,7,15418,bus,2
620112,39.99202,116.3946,7,15440,bus,2
620109,39.99078,116.3082,6,15462,bus,2
620112,39.99016,116.3944,7,15462,bus,2
620109,39.99073,116.3092,6,15483,bus,2
620112,39.98952,116.3945,7,15497,bus,2
620109,39.98971,116.3096,6,15505,bus,2
620112,39.9894,116.3944,7,15520,bus,2
620109,39.98578,116.3099,6,15535,bus,2
620112,39.98929,116.3946,7,15541,bus,2
620109,39.98439,116.31,6,15556,bus,2
620112,39.98906,116.3945,7,15562,bus,2
620109,39.98395,116.3115,6,15578,bus,2
620112,39.98885,116.3946,7,15583,bus,2
