id,latitude,longtitude,days,time,transport,Tmode
1670237,39.98324,116.3275,5,555,bike,1
1120178,39.97236,116.3244,1,568,walk,7
1260433,39.97729,116.3276,5,568,bike,1
1670860,39.97729,116.3276,5,568,bike,1
1020011,39.97612,116.3445,1,574,walk,7
1670237,39.98419,116.3275,5,577,bike,1
1120178,39.97196,116.3244,1,590,walk,7
1260433,39.9785,116.3275,5,590,bike,1
1670860,39.9785,116.3275,5,590,bike,1
1020011,39.97659,116.3445,1,599,walk,7
1670237,39.98499,116.3274,5,599,bike,1
1120178,39.97161,116.3245,1,612,walk,7
1260433,39.97952,116.3275,5,612,bike,1
1670860,39.97952,116.3275,5,612,bike,1
1670237,39.9859,116.3274,5,621,bike,1
1020011,39.97693,116.3444,1,624,walk,7
1120178,39.9718,116.3247,1,634,walk,7
1260433,39.98057,116.3274,5,634,bike,1
1670860,39.98057,116.3274,5,634,bike,1
1670237,39.98704,116.3272,5,642,bike,1
1020011,39.97707,116.3444,1,649,walk,7
1260433,39.98159,116.3273,5,656,bike,1
1670860,39.98159,116.3273,5,656,bike,1
1670237,39.98808,116.3271,5,664,bike,1
1020011,39.9772,116.3444,1,674,walk,7
1260433,39.98256,116.3273,5,678,bike,1
1670860,39.98256,116.3273,5,678,bike,1
1670237,39.98902,116.327,5,686,bike,1
1020011,39.97753,116.3445,1,699,walk,7
1260433,39.98331,116.327,5,700,bike,1
1670860,39.98331,116.327,5,700,bike,1
1670237,39.99,116.327,5,708,bike,1
1260433,39.98439,116.3273,5,722,bike,1
1670860,39.98439,116.3273,5,722,bike,1
1020011,39.97781,116.3445,1,724,walk,7
1670237,39.99101,116.327,5,730,bike,1
1260433,39.98538,116.3273,5,744,bike,1
1670860,39.98538,116.3273,5,744,bike,1
1020011,39.97781,116.3444,1,749,walk,7
1670237,39.99155,116.327,5,752,bike,1
1260433,39.98628,116.3269,5,766,bike,1
1670860,39.98628,116.3269,5,766,bike,1
1020011,39.97805,116.3444,1,774,walk,7
1670237,39.9925,116.327,5,774,bike,1
1260433,39.98734,116.3271,5,788,bike,1
1670860,39.98734,116.3271,5,788,bike,1
1670237,39.99338,116.3269,5,795,bike,1
1020011,39.97814,116.3443,1,799,walk,7
1260433,39.98835,116.3271,5,810,bike,1
1670860,39.98835,116.3271,5,810,bike,1
1670237,39.99432,116.3269,5,817,bike,1
1020011,39.97842,116.3441,1,824,walk,7
1260433,39.9892,116.327,5,832,bike,1
1670860,39.9892,116.327,5,832,bike,1
1670237,39.99521,116.3268,5,839,bike,1
1020011,39.97876,116.3441,1,849,walk,7
1260433,39.99006,116.327,5,854,bike,1
1670860,39.99006,116.327,5,854,bike,1
1670237,39.99606,116.3267,5,861,bike,1
1020011,39.97905,116.3438,1,874,walk,7
1260433,39.99082,116.3268,5,876,bike,1
1670860,39.99082,116.3268,5,876,bike,1
1670237,39.99701,116.3267,5,883,bike,1
1260433,39.99162,116.327,5,898,bike,1
1670860,39.99162,116.327,5,898,bike,1
1020011,39.9793,116.3439,1,899,walk,7
1670237,39.99795,116.3267,5,904,bike,1
1260433,39.99244,116.3268,5,920,bike,1
1670860,39.99244,116.3268,5,920,bike,1
1020011,39.97994,116.3443,1,924,walk,7
1670237,39.99894,116.3267,5,926,bike,1
1260433,39.99331,116.3269,5,942,bike,1
1670860,39.99331,116.3269,5,942,bike,1
1670237,39.99971,116.3262,5,948,bike,1
1020011,39.98022,116.3448,1,949,walk,7
1260433,39.99418,116.3268,5,964,bike,1
1670860,39.99418,116.3268,5,964,bike,1
1670237,39.99984,116.325,5,970,bike,1
1020011,39.9803,116.3454,1,974,walk,7
1260433,39.99514,116.3267,5,986,bike,1
1670860,39.99514,116.3267,5,986,bike,1
1670237,39.99981,116.3237,5,992,bike,1
1020011,39.98038,116.3459,1,999,walk,7
1260433,39.99604,116.3266,5,1008,bike,1
1670860,39.99604,116.3266,5,1008,bike,1
1670237,39.99979,116.3225,5,1014,bike,1
1020011,39.98037,116.3465,1,1024,walk,7
1670410,39.97764,116.3292,4,1025,bike,1
1260433,39.99701,116.3263,5,1030,bike,1
1670860,39.99701,116.3263,5,1030,bike,1
1670237,40.00034,116.3219,5,1036,bike,1
1670410,39.9776,116.3281,4,1046,bike,1
1020011,39.98044,116.347,1,1049,walk,7
1260433,39.99787,116.3262,5,1052,bike,1
1670860,39.99787,116.3262,5,1052,bike,1
1670237,40.00133,116.3218,5,1058,bike,1
1670410,39.97802,116.3276,4,1067,bike,1
1020011,39.98022,116.3473,1,1074,walk,7
1260433,39.99869,116.3262,5,1074,bike,1
1670860,39.99869,116.3262,5,1074,bike,1
1670237,40.0022,116.3217,5,1080,bike,1
1670410,39.97888,116.3275,4,1088,bike,1
1260433,39.99939,116.3258,5,1096,bike,1
1670860,39.99939,116.3258,5,1096,bike,1
1020011,39.98011,116.3474,1,1099,walk,7
1670237,40.00314,116.3215,5,1101,bike,1
1670410,39.97961,116.3275,4,1109,bike,1
1260433,39.9998,116.3251,5,1118,bike,1
1670860,39.9998,116.3251,5,1118,bike,1
1670237,40.00399,116.3215,5,1122,bike,1
1020011,39.97969,116.3474,1,1124,walk,7
1670410,39.98031,116.3274,4,1130,bike,1
1260433,39.99975,116.3241,5,1140,bike,1
1670860,39.99975,116.3241,5,1140,bike,1
1670237,40.00492,116.3214,5,1144,bike,1
1020011,39.97928,116.3474,1,1149,walk,7
1670410,39.98105,116.3274,4,1151,bike,1
1260433,39.99969,116.3228,5,1162,bike,1
1670860,39.99969,116.3228,5,1162,bike,1
1670237,40.00581,116.3213,5,1166,bike,1
1670410,39.98196,116.3274,4,1172,bike,1
1020011,39.97891,116.3475,1,1174,walk,7
1260433,40.00018,116.3219,5,1184,bike,1
1670860,40.00018,116.3219,5,1184,bike,1
1670410,39.98272,116.3273,4,1193,bike,1
1020011,39.9785,116.3474,1,1199,walk,7
1260433,40.0011,116.3218,5,1206,bike,1
1670860,40.0011,116.3218,5,1206,bike,1
1670410,39.98252,116.3267,4,1214,bike,1
1020011,39.97826,116.3474,1,1224,walk,7
1260433,40.00196,116.3217,5,1228,bike,1
1670860,40.00196,116.3217,5,1228,bike,1
1670410,39.98457,116.3272,4,1246,bike,1
1020011,39.97799,116.3474,1,1249,walk,7
1260433,40.00285,116.3216,5,1250,bike,1
1670860,40.00285,116.3216,5,1250,bike,1
1670410,39.98517,116.3273,4,1267,bike,1
1260433,40.00367,116.3215,5,1272,bike,1
1670860,40.00367,116.3215,5,1272,bike,1
1020011,39.97757,116.3474,1,1274,walk,7
1670410,39.986,116.3272,4,1288,bike,1
1260433,40.00453,116.3215,5,1294,bike,1
1670860,40.00453,116.3215,5,1294,bike,1
1020011,39.97738,116.3476,1,1299,walk,7
1670410,39.98639,116.327,4,1309,bike,1
1260433,40.00531,116.3214,5,1316,bike,1
1670860,40.00531,116.3214,5,1316,bike,1
1020011,39.97712,116.3476,1,1324,walk,7
1670410,39.98769,116.3271,4,1330,bike,1
1260433,40.0061,116.3214,5,1338,bike,1
1670860,40.0061,116.3214,5,1338,bike,1
1020011,39.97696,116.3475,1,1349,walk,7
1670410,39.98857,116.327,4,1351,bike,1
1260433,40.00623,116.3205,5,1360,bike,1
1670860,40.00623,116.3205,5,1360,bike,1
1670410,39.98946,116.327,4,1372,bike,1
1020011,39.97669,116.3475,1,1374,walk,7
1260433,40.00624,116.3204,5,1382,bike,1
1670860,40.00624,116.3204,5,1382,bike,1
1670410,39.99033,116.3269,4,1393,bike,1
1020011,39.97631,116.3475,1,1399,walk,7
1260433,40.00631,116.3203,5,1404,bike,1
1670860,40.00631,116.3203,5,1404,bike,1
1670410,39.99121,116.327,4,1414,bike,1
1020011,39.97612,116.3477,1,1424,walk,7
1260433,40.00633,116.3203,5,1426,bike,1
1670860,40.00633,116.3203,5,1426,bike,1
1670410,39.99203,116.3269,4,1435,bike,1
1260433,40.00626,116.3203,5,1448,bike,1
1670860,40.00626,116.3203,5,1448,bike,1
1020011,39.97603,116.3478,1,1449,walk,7
1670410,39.99285,116.3269,4,1456,bike,1
1670820,39.97562,116.3302,2,1464,bike,1
1020011,39.97579,116.3474,1,1474,walk,7
1670410,39.99375,116.3268,4,1477,bike,1
1670820,39.97563,116.3301,2,1486,bike,1
1670410,39.99466,116.3269,4,1498,bike,1
1020011,39.97547,116.3472,1,1499,walk,7
1670820,39.97566,116.3291,2,1508,bike,1
1670410,39.99541,116.3267,4,1519,bike,1
1020011,39.97535,116.347,1,1524,walk,7
1670820,39.97552,116.3282,2,1530,bike,1
1670410,39.99634,116.3265,4,1540,bike,1
1020011,39.97538,116.3465,1,1549,walk,7
1670820,39.97587,116.3277,2,1552,bike,1
1670410,39.99704,116.3263,4,1561,bike,1
1020011,39.97534,116.3459,1,1574,walk,7
1670820,39.97655,116.3277,2,1574,bike,1
1670410,39.99783,116.3263,4,1582,bike,1
1670820,39.97733,116.3277,2,1596,bike,1
1020011,39.97525,116.3454,1,1599,walk,7
1670410,39.99865,116.3261,4,1603,bike,1
1670820,39.97838,116.3277,2,1618,bike,1
1020011,39.97523,116.3449,1,1624,walk,7
1020039,39.97644,116.3061,4,1624,taxi,5
1670410,39.99937,116.3259,4,1624,bike,1
1670820,39.97933,116.3276,2,1640,bike,1
1670410,39.99982,116.3252,4,1645,bike,1
1020011,39.97534,116.3447,1,1649,walk,7
1020039,39.97615,116.3084,4,1649,taxi,5
1670820,39.98037,116.3276,2,1662,bike,1
1670410,39.99985,116.3241,4,1666,bike,1
1020011,39.97516,116.344,1,1674,walk,7
1020039,39.96925,116.317,4,1679,taxi,5
1670820,39.98134,116.3276,2,1684,bike,1
1670410,39.99981,116.323,4,1687,bike,1
1020011,39.97523,116.3437,1,1699,walk,7
1670820,39.98229,116.3275,2,1706,bike,1
1670410,39.99994,116.3219,4,1708,bike,1
1670446,39.9767,116.3296,3,1715,bike,1
1020011,39.97529,116.3436,1,1722,walk,7
1670820,39.98319,116.3276,2,1728,bike,1
1670410,40.00062,116.3218,4,1729,bike,1
1670510,39.97663,116.3277,4,1733,bike,1
1670446,39.97734,116.3303,3,1736,bike,1
1020011,39.97523,116.3431,1,1744,walk,7
1670410,40.00153,116.3216,4,1750,bike,1
1670820,39.98414,116.3276,2,1750,bike,1
1020039,39.975,116.3249,4,1754,taxi,5
1670510,39.97752,116.3275,4,1754,bike,1
1670446,39.97735,116.3291,3,1757,bike,1
1020011,39.97514,116.3428,1,1769,walk,7
1670410,40.0023,116.3217,4,1771,bike,1
1670820,39.98457,116.3275,2,1772,bike,1
1670510,39.97844,116.3274,4,1775,bike,1
1670446,39.97737,116.328,3,1778,bike,1
1670410,40.00305,116.3217,4,1792,bike,1
1020011,39.97523,116.3422,1,1794,walk,7
1670820,39.98539,116.3273,2,1794,bike,1
1670510,39.97928,116.3273,4,1796,bike,1
1670446,39.9778,116.3276,3,1799,bike,1
1020039,39.97474,116.3257,4,1809,taxi,5
1670410,40.00385,116.3215,4,1813,bike,1
1670820,39.98623,116.3274,2,1816,bike,1
1670510,39.98021,116.3273,4,1817,bike,1
1020011,39.97523,116.3417,1,1819,walk,7
1670446,39.97864,116.3275,3,1820,bike,1
1020039,39.97492,116.3271,4,1834,taxi,5
1670410,40.00482,116.3214,4,1834,bike,1
1670510,39.98185,116.3276,4,1838,bike,1
1670820,39.98703,116.3276,2,1838,bike,1
1670446,39.97957,116.3275,3,1841,bike,1
1020011,39.97506,116.3417,1,1844,walk,7
1670410,40.00554,116.3213,4,1855,bike,1
1020039,39.97565,116.3243,4,1859,taxi,5
1670510,39.98265,116.3274,4,1859,bike,1
1670820,39.98799,116.3274,2,1860,bike,1
1670446,39.98055,116.3274,3,1862,bike,1
1020011,39.97506,116.3421,1,1869,walk,7
1670410,40.00616,116.3211,4,1876,bike,1
1670510,39.9833,116.3274,4,1880,bike,1
1670820,39.98893,116.3272,2,1882,bike,1
1670446,39.98137,116.3274,3,1883,bike,1
1020011,39.97521,116.3418,1,1894,walk,7
1670410,40.00626,116.3205,4,1897,bike,1
1670510,39.98408,116.3273,4,1901,bike,1
1670446,39.98231,116.3273,3,1904,bike,1
1670820,39.98982,116.3269,2,1904,bike,1
1670410,40.00627,116.3204,4,1918,bike,1
1020011,39.97523,116.3413,1,1919,walk,7
1670510,39.98491,116.3272,4,1922,bike,1
1670446,39.98323,116.3273,3,1925,bike,1
1670820,39.99068,116.327,2,1926,bike,1
1670510,39.98571,116.3272,4,1943,bike,1
1020011,39.97521,116.3408,1,1944,walk,7
1670446,39.9841,116.3272,3,1946,bike,1
1670820,39.9913,116.3271,2,1948,bike,1
1670510,39.9867,116.3271,4,1964,bike,1
1670446,39.985,116.3273,3,1967,bike,1
1020011,39.97526,116.3403,1,1969,walk,7
1670820,39.9921,116.327,2,1970,bike,1
1670510,39.98775,116.327,4,1985,bike,1
1670446,39.9859,116.3272,3,1988,bike,1
1670820,39.99296,116.3272,2,1992,bike,1
1020011,39.9753,116.3399,1,1994,walk,7
1670510,39.98878,116.327,4,2006,bike,1
1670446,39.98683,116.327,3,2009,bike,1
1670820,39.99392,116.3271,2,2014,bike,1
1020011,39.97528,116.3395,1,2019,walk,7
1670510,39.98975,116.3269,4,2027,bike,1
1670446,39.98774,116.3271,3,2030,bike,1
1670820,39.99486,116.3268,2,2036,bike,1
1020011,39.97527,116.3392,1,2044,walk,7
1670510,39.99075,116.327,4,2048,bike,1
1670446,39.9887,116.327,3,2051,bike,1
1670820,39.99571,116.3268,2,2058,bike,1
1020011,39.97519,116.3388,1,2069,walk,7
1670510,39.9914,116.3275,4,2069,bike,1
1670446,39.98956,116.327,3,2072,bike,1
1670820,39.99651,116.3264,2,2080,bike,1
1670510,39.99148,116.3282,4,2090,bike,1
1670446,39.9904,116.327,3,2093,bike,1
1020011,39.97529,116.3383,1,2094,walk,7
1670820,39.99738,116.3263,2,2102,bike,1
1670510,39.99138,116.328,4,2111,bike,1
1670446,39.99129,116.3271,3,2114,bike,1
1020011,39.97527,116.3379,1,2119,walk,7
1670820,39.99824,116.3262,2,2124,bike,1
1670510,39.99128,116.3274,4,2132,bike,1
1670446,39.99205,116.327,3,2135,bike,1
1020011,39.97526,116.3374,1,2144,walk,7
1670820,39.99908,116.3262,2,2146,bike,1
1670510,39.99223,116.3272,4,2153,bike,1
1670446,39.99303,116.3269,3,2156,bike,1
1670820,39.99969,116.3256,2,2168,bike,1
1020011,39.97528,116.337,1,2169,walk,7
1670510,39.99319,116.3269,4,2174,bike,1
1670446,39.99387,116.3269,3,2177,bike,1
1670820,39.99976,116.3244,2,2190,bike,1
1020011,39.97525,116.3368,1,2194,walk,7
1670510,39.99395,116.3269,4,2195,bike,1
1670446,39.99483,116.3268,3,2198,bike,1
1670820,39.99977,116.3232,2,2212,bike,1
1670510,39.9949,116.3269,4,2216,bike,1
1020011,39.97521,116.3369,1,2219,walk,7
1670446,39.99564,116.3268,3,2219,bike,1
1670820,39.99973,116.322,2,2234,bike,1
1670510,39.99578,116.327,4,2237,bike,1
1670446,39.99644,116.3264,3,2240,bike,1
1020011,39.97514,116.3367,1,2244,walk,7
1670820,40.00064,116.3218,2,2256,bike,1
1670510,39.99638,116.3264,4,2258,bike,1
1670446,39.99734,116.3266,3,2261,bike,1
1020011,39.97524,116.3366,1,2269,walk,7
1670820,40.0016,116.3216,2,2278,bike,1
1670510,39.99723,116.3263,4,2279,bike,1
1670446,39.99834,116.3266,3,2282,bike,1
1020011,39.97524,116.3362,1,2294,walk,7
1670510,39.99804,116.3262,4,2300,bike,1
1670820,40.00247,116.3215,2,2300,bike,1
1670446,39.99925,116.3264,3,2303,bike,1
1020011,39.97529,116.3357,1,2319,walk,7
1670510,39.99885,116.3261,4,2321,bike,1
1670820,40.00336,116.3214,2,2322,bike,1
1670446,39.99986,116.3256,3,2324,bike,1
1670510,39.99981,116.3255,4,2342,bike,1
1020011,39.97533,116.3352,1,2344,walk,7
1670820,40.00436,116.3214,2,2344,bike,1
1670446,39.99982,116.3245,3,2345,bike,1
1670510,39.9999,116.3243,4,2363,bike,1
1670446,39.99966,116.3236,3,2366,bike,1
1670820,40.00537,116.3213,2,2366,bike,1
1020011,39.97543,116.3347,1,2369,walk,7
1670510,39.99983,116.3232,4,2384,bike,1
1670446,39.99964,116.3225,3,2387,bike,1
1670820,40.00621,116.3212,2,2388,bike,1
1020011,39.97542,116.3342,1,2394,walk,7
1670510,39.99998,116.322,4,2405,bike,1
1670446,40.00008,116.3219,3,2408,bike,1
1670820,40.00618,116.3204,2,2410,bike,1
1020011,39.97526,116.3338,1,2419,walk,7
1670510,40.00041,116.3218,4,2426,bike,1
1670446,40.00071,116.3219,3,2429,bike,1
1670820,40.00618,116.3203,2,2432,bike,1
1020011,39.97541,116.3336,1,2444,walk,7
1670510,40.00119,116.3217,4,2447,bike,1
1670446,40.00144,116.3219,3,2450,bike,1
1670510,40.00177,116.3217,4,2468,bike,1
1020011,39.97543,116.3331,1,2469,walk,7
1670446,40.00247,116.3216,3,2471,bike,1
1670510,40.00232,116.3216,4,2489,bike,1
1670446,40.00322,116.3215,3,2492,bike,1
1020011,39.97535,116.3326,1,2494,walk,7
1670510,40.0033,116.3215,4,2510,bike,1
1670446,40.00414,116.3214,3,2513,bike,1
1020011,39.97535,116.3321,1,2519,walk,7
1670510,40.00483,116.3213,4,2531,bike,1
1670446,40.00509,116.3213,3,2534,bike,1
1020011,39.97549,116.3319,1,2544,walk,7
1670510,40.006,116.321,4,2552,bike,1
1670446,40.00591,116.3213,3,2555,bike,1
1020011,39.97567,116.3317,1,2569,walk,7
1670510,40.00609,116.3204,4,2573,bike,1
1670446,40.00619,116.3207,3,2576,bike,1
1020011,39.97575,116.3317,1,2594,walk,7
1670446,40.00614,116.3204,3,2598,bike,1
1020011,39.9759,116.3318,1,2619,walk,7
1020011,39.97595,116.3317,1,2644,walk,7
1020011,39.97596,116.3316,1,2669,walk,7
1020011,39.976,116.3315,1,2694,walk,7
1020011,39.97623,116.3317,1,2719,walk,7
1020011,39.9766,116.3318,1,2744,walk,7
1020011,39.97705,116.3316,1,2769,walk,7
1020011,39.97753,116.3315,1,2794,walk,7
1020011,39.97776,116.3317,1,2819,walk,7
1020011,39.97814,116.3315,1,2844,walk,7
730036,39.97529,116.3276,5,3139,walk,7
1670539,39.97774,116.3275,5,3155,bike,1
730036,39.97584,116.3273,5,3173,walk,7
1670539,39.97921,116.3275,5,3176,bike,1
730036,39.97607,116.3274,5,3195,walk,7
1670539,39.97993,116.3275,5,3197,bike,1
730036,39.97658,116.3268,5,3217,walk,7
1670539,39.98071,116.3273,5,3218,bike,1
730036,39.9766,116.3273,5,3239,walk,7
1670539,39.98152,116.3274,5,3239,bike,1
1670539,39.98226,116.3273,5,3260,bike,1
730036,39.97642,116.3278,5,3261,walk,7
1670539,39.9829,116.3276,5,3281,bike,1
730036,39.9766,116.3284,5,3283,walk,7
1670539,39.9837,116.3273,5,3302,bike,1
730036,39.97662,116.3289,5,3305,walk,7
1670539,39.98458,116.3272,5,3323,bike,1
730036,39.97676,116.3294,5,3327,walk,7
1670539,39.98534,116.3273,5,3344,bike,1
730036,39.97736,116.3298,5,3349,walk,7
1670539,39.98608,116.3272,5,3365,bike,1
730036,39.97726,116.3301,5,3371,walk,7
1670539,39.98676,116.3271,5,3386,bike,1
730036,39.97709,116.3305,5,3393,walk,7
1670539,39.98752,116.3271,5,3407,bike,1
730036,39.97714,116.3309,5,3415,walk,7
1670539,39.98829,116.327,5,3428,bike,1
730036,39.97728,116.3312,5,3437,walk,7
1670539,39.98902,116.327,5,3449,bike,1
730036,39.97707,116.3315,5,3459,walk,7
1670539,39.98978,116.327,5,3470,bike,1
730036,39.97728,116.3317,5,3481,walk,7
1670539,39.99056,116.327,5,3491,bike,1
730036,39.97754,116.3319,5,3503,walk,7
1670539,39.99123,116.327,5,3512,bike,1
730036,39.97787,116.3321,5,3525,walk,7
1670539,39.99194,116.3269,5,3533,bike,1
730036,39.97794,116.3319,5,3547,walk,7
1670539,39.99263,116.3269,5,3554,bike,1
730036,39.97787,116.3322,5,3569,walk,7
1670539,39.99338,116.3268,5,3575,bike,1
730036,39.97781,116.3326,5,3591,walk,7
1670539,39.99411,116.3268,5,3596,bike,1
730036,39.97815,116.3328,5,3615,walk,7
1670539,39.99485,116.3268,5,3617,bike,1
1670539,39.99552,116.3268,5,3638,bike,1
730036,39.97822,116.3326,5,3639,walk,7
1670539,39.99625,116.3267,5,3659,bike,1
1670539,39.99694,116.3267,5,3680,bike,1
1670539,39.9977,116.3267,5,3701,bike,1
1670539,39.99844,116.3267,5,3722,bike,1
1670539,39.99918,116.3266,5,3743,bike,1
1670539,39.99984,116.3264,5,3764,bike,1
1670539,39.99983,116.3254,5,3785,bike,1
1670539,39.99995,116.3246,5,3806,bike,1
1670539,40.0006,116.3246,5,3827,bike,1
1670539,40.0013,116.3245,5,3848,bike,1
1670539,40.00198,116.3244,5,3869,bike,1
1670539,40.00267,116.3244,5,3890,bike,1
1670539,40.00346,116.3244,5,3911,bike,1
1670539,40.00425,116.3243,5,3932,bike,1
1670539,40.00505,116.3243,5,3953,bike,1
1670539,40.0053,116.3235,5,3974,bike,1
1670539,40.00526,116.3227,5,3995,bike,1
1670539,40.00507,116.3219,5,4016,bike,1
1670539,40.00508,116.3214,5,4037,bike,1
1670539,40.00561,116.3213,5,4058,bike,1
1670539,40.0062,116.321,5,4079,bike,1
1670539,40.00618,116.3203,5,4103,bike,1
1120142,39.97559,116.3302,5,4429,walk,7
1120142,39.9754,116.3302,5,4450,walk,7
1120142,39.97534,116.3303,5,4475,walk,7
1120142,39.9754,116.3298,5,4496,walk,7
1120142,39.97538,116.3295,5,4518,walk,7
1120142,39.9756,116.3289,5,4539,walk,7
1120142,39.97524,116.3289,5,4560,walk,7
1120142,39.97534,116.3287,5,4582,walk,7
1120142,39.97531,116.3281,5,4604,walk,7
1120142,39.9753,116.3278,5,4626,walk,7
1120142,39.97516,116.3277,5,4648,walk,7
1120142,39.97507,116.3278,5,4670,walk,7
1120142,39.97566,116.3283,5,4691,walk,7
1120142,39.97578,116.3286,5,4713,walk,7
1120142,39.97446,116.3274,5,4735,walk,7
1120142,39.97441,116.3277,5,4757,walk,7
1120142,39.97443,116.328,5,4779,walk,7
1120142,39.97383,116.3276,5,4801,walk,7
1120142,39.97343,116.3273,5,4823,walk,7
1120142,39.97419,116.329,5,4847,walk,7
1120142,39.97465,116.3296,5,4869,walk,7
1120142,39.97394,116.3294,5,4901,walk,7
1120142,39.97297,116.3278,5,4923,walk,7
1120142,39.97262,116.327,5,4945,walk,7
1120142,39.97248,116.3265,5,4967,walk,7
1120142,39.97249,116.3261,5,4989,walk,7
1120142,39.97228,116.3256,5,5011,walk,7
1120142,39.97233,116.3254,5,5033,walk,7
1120142,39.97242,116.325,5,5055,walk,7
1120142,39.9725,116.3248,5,5077,walk,7
1120142,39.97235,116.3244,5,5099,walk,7
1120142,39.97193,116.3244,5,5121,walk,7
1120142,39.97174,116.3246,5,5143,walk,7
1120142,39.97156,116.3246,5,5167,walk,7
1120142,39.97199,116.3246,5,5188,walk,7
1670774,39.97582,116.3313,3,6455,bike,1
1670774,39.97576,116.3304,3,6480,bike,1
